"Smokers","Adults.with.Obesity","Physically.Inactive","With.Access.to.Exercise.Opportunities","Excessive.Drinking","Uninsured","Unemployed","Children.in.Poverty","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg","location"
15,34,23,84,22,5,4.2,11,80.2,1492,285,50,7,10,11,11,107,12,10,32,6,63567.9821024579,12,202,172828,21.5,13.2,9.17749468,4.026677169,8.5,4416,40527.81651,"Illinois McLean"
17,36,22,82,19,6,5.5,23,77.4,2485,389.802218503518,60.6949657828488,9,11,12,11,158.181635423161,14,7,32,8,56478,14,239,180621,23.6,17.1,10.10566623,4.623002218,9.3,7165,45830.0713161367,"Illinois Peoria"
17,27,27,69,20,5,4.4,18,77.2,462,349.198404291546,50.2600531412223,6.73962742842424,11,12,14,174,11,3,31,7,53607,19,85,32106,19.3,18.6,8.37571773,3.866289342,7.9,2485,20813.65856,"Illinois Randolph"
17,34,22,72.2512004716279,20,7,5.2,22,78.2,1973,367,44,6,11,12,14,221,11,6,33,8,52642,16,205,143477,22.3,19.3,8.847396267,4.239994229,8.075,2009,17774.4191,"Illinois Rock Island"
17,31,24,83,20,5,4.3,20,78,2593,361,61,8,11,12,11,174,13,5,33,7,62242,14,216,195348,22.2,17.9,8.950983351,4.213970406,8.1875,2193,19629.50649,"Illinois Sangamon"
13,32,23,97,21,6,4,9,79.7,6426,287,39,5,9,11,10,101,7,6,31,8,86108,11,237,223378.784795944,24.9,13.1,9.256343318,4.312917393,8.6,6515,60305.07672,"Illinois Will"
17,33,25,79.9573553224253,20,7,5.7,27,76.7,2262.86956720182,388.462106739299,57.7282293360448,7,12,12,11,160,13,7,36,9,53795,14,271,284081,23.4,17.5,9.391322988,4.962126918,8.5,1235,11598.28389,"Illinois Winnebago"
20,32,23,78,18,10,3.2,21,77.1,2249.20410266874,405.811072721096,66,8,12,14,10,175,13,10,31,11,54473,14,162,168706.45777193,25.7,14.6,10.77662663,6.306700876,9.475,4975.332276431,50279.4051899062,"Indiana Allen"
19,32,25,64,17,10,2.6,13,78.2,1022,369,59,8,12,13,12,81,11,9,33,11,57961.7282900438,15,144,82753,23.8,16.3,8.102593947,4.312947498,7.4,4342,35181.46292,"Indiana Bartholomew"
22,37,28,89,18,9,3.4,16,74.9,1979,431.778418263623,67,7,13,14,12,218,12,7,35,10,56774,16,168.035621516595,117360,22.5,15.8,10.62710813,5.341697892,9.6,4779,50786.94977,"Indiana Clark"
21,34,28,77,15,9,4,27,74.8,1889,469.176675947138,65.0197811043732,9,14,15,11,124,16,8,34,10,43096,14,125,114772,18.4,17.1,9.40175,5.360947217,8.2,1200,11282.1,"Indiana Delaware"
17,30,21,78,19,9,2.5,9,79.5,486,312,59,8,11,13,12,46,10,2,31,10,58117.1188347307,20,143,42565,24.1,17.5,10.51778976,5.350862217,9.4,1484,15608.4,"Indiana Dubois"
20,34,28,73,17,14,2.6,16,78.3,2373,360,53.8344675577076,8,12,13,13,101,11,7,32,15.4479314435955,55173.5187805975,13,179,205560,22.920283793045,14.7,10.668842,6.40756404,9.313636,7503,56688.337645015,"Indiana Elkhart"
22,35,28,82,18,7,3.3,15,76.6,1139,382.0250960353,33,4,11,13,14,162,12,8,35,8,56701.2977716004,14,91.2454171443669,77781,22.6,16.1,10.52070784,5.826127451,9.66875,6756,43696.4363484016,"Indiana Floyd"
19,29,27,70,17,7,2.7,12,76.5,510,388.607998524869,58.612414947641,8,12,13,11,79,11,1,32,8,56960,16.5914013799614,120,33452,23.5,17.6,11.6612766,5.473150321,10.9,235,2740.4,"Indiana Gibson"
21,38,38,52,17,9,4.4,19,76.3,553,438,42,6.58302781305463,12,14,12,62,12,6,32,10,46835,14,66,32006,21.9,19.5,8.674081633,4.674709921,7.75,980,8500.6,"Indiana Greene"
13,26,17,91,20,6,2.7,5,81.9,2137,211,30,4,9,11,8,81,8,4,30,7,73404.6458985448,11,186,170139.365576243,27,12.4,8.582477577,4.495347837,7.8666665,4966,42620.58365,"Indiana Hamilton"
21,30,26,63,16,8,3.5,19,75.9,820,420.371457016601,52,7,13,14,16,133,13,1,32,9,50183,18,80,48271,20.5,18.9,9.162322755,5.230867171,8,1481,13569.4,"Indiana Henry"
21,35,29.0389784719343,69,14,8,4.1,19,74.7,1551,426.650997080663,56.4365304668527,6,12,14,16,152,14,8,36,9,55365,15,59,82366,22.7,19.5,9.347953866,4.934695975,8.4979165,4830,45150.61717,"Indiana Howard"
20,34,29.5453825604042,67,17,8,3.3,20,75.8,594,435.016796765187,59.1319122576653,7,13,14,12.8975606532495,88,14,7,31,10,48606,18,118,36895,21.5,17.8,11.81512605,5.929937472,11.15,238,2812,"Indiana Knox"
19,36,27,74.8933204855462,17,10,4.9,20.7948154301989,76.5,2182.1510077882,432.235913240343,62.4404045059102,9,14,14,13,205.73074445528,14,10,35.0384509227729,11,55280,14,157.332470703249,150420.512297326,23.4,16.5,11.19990488,6.494169407,9.833333,4162.8805380999,41881.8317830435,"Indiana Lake"
23,37,30,75,19,9,4.4,25,75.8,1841,428.009339819518,64,8,13,14,13,163,14,12,37,10,52095,15,220,110007,21.4,17.9,8.924788494,5.329241597,7.8,1182,10549.1,"Indiana LaPorte"
22,39,33,71,16,9,3.9,25,75.8,2159,459,58,7,14,15,17,158,14,10,37,11,49522,20,146,129641,21.6,18.3,9.791573054,5.186062196,8.8375,7517,43893.7445112207,"Indiana Madison"
19,33,26,77.6825248489944,18,12,3.5,25,75.7,1984.3072253603,432.905872662035,63.3604565552837,8,13,14,12,235.801076800305,17,9,35,14,48409,15,164.676149517238,141739.292943187,24.6,12.6,11.62677188,6.302236171,10.5,4864.09418192795,49290.2719229958,"Indiana Marion"
20,25,23,87,19,9,3.6,14,80,1265,305,42,6,13,15,7,156,17,4,32,10,48883,14,252,146917,15.6,13.1,8.287455378,4.630665011,7.5,6078.02731713821,66747.16562,"Indiana Monroe"
20,25,30,64,18,10,3,16,76.7,570,410.884720141355,57.5794877816804,7,11,13,15,100,11,7,34,11,53700,16,150,38346,22.9,17.9,11.34948297,4.491235746,10.8,589,6684.845472,"Indiana Montgomery"
19,34,25,80,19,7,3.8,11,78.3,2137,349,38,5,12,14,11,101,10,8,37,9,60489.1201899811,17,128,169594,22.1,16.4,9.87107475,6.23726928,8.565217,5544.39750518466,49218.2060387208,"Indiana Porter"
18,35,28,46,18,8,3.3,12,78.7,274,345,52.917083938652,6.34280853350552,11,13,8,29,10,0,32,9,56862,13,37,20327,21.8,19.3,9.887385892,5.135702363,8.9,1205,11914.3,"Indiana Spencer"
19,33,26,84,20,10,3.6,18,77.1,2519.89240472047,398.966214087774,67,8,13,14,10,178.860889178722,14,10,37,12,54674,14,264,270771,23.6,15.8,10.86548179,6.098073701,9.741667,5753.00784944747,58624.8527229623,"Indiana St. Joseph"
21,31,32,50,17,9,4.7,18,75.8,365,476,85,7.66269086503337,13,14,20,90,14,2,34,11,47554,18,51,20690,19.2,18,8.330067568,4.041415208,7.7,592,4931.4,"Indiana Sullivan"
19,33,25,79,20,10,3.2,15,79.1,1701,333,58,8,14,15,8,95,15,7,32,11,52269,11,277,193048,20.7,11.6,10.50138294,5.719912771,9.495833,10713,112501.3154,"Indiana Tippecanoe"
21,34,29,80.3789582159306,19,9,3.2,20,76.4,2760,405.870386694526,56,8,13,15,11,190,15,4,34,10,50500,20,218,180974,21.6,16.9,10.41021711,5.261521057,9.51875,5014.19346317367,47311.1229478536,"Indiana Vanderburgh"
22,35,29,85,18,9,4.4,22,75.8,1685,465.391908407173,67,7,14,16,12,227,16,14,35,10,48335,23,253,107386,20.5,16.3,10.07958763,5.658601438,9.1,3251.475668786,31806.2967205138,"Indiana Vigo"
21,35.6935597964803,31.8740142880878,47,16,10,3.5,20,74.8,500,420.009213576674,39,7.11793100346946,12,14,15,103,12,4,34,12,44534,21,79,27943,22.8,17.1,10.79478261,5.213878973,10.4,115,1241.4,"Indiana Washington"
19,37,26,58,17,9,2.9,10,79.4,384,301,49.164484311647,7,11,13,15,50,10,2,32,10,55752.7260170417,15,78,34074,23.2,18,9.442007201,5.440992638,8.3,7855,26500.4386884169,"Indiana Whitley"
18,31,24,81.7022720164672,24,5,2.8,19,78.4,1531,353,59.2831597296738,7,10,11,11,94,14,11,27,6,52320,14,196.765988812046,132408,21.8,16.4,10.28543462,5.540233154,9.3,3388.26222568955,30121.5750669965,"Iowa Black Hawk"
17,33,28,80,20,5,3.2,17,77.9,655,369,35,5.79773262198618,10,12,12,81,12,6,32,6,51317,18,594,46518,22.8,19.7,10.79579125,5.762920068,9.8,27556,76099.7882767657,"Iowa Clinton"
16,33,27,63,22,6,2.1,12,81.2,169,257,49.9310362387576,5.84536068661175,9,11,9,69.2568138740265,9,3,28,7,61342,16.3167337220369,341,17069,23.6,19.3,8.593608522,4.853121239,7.5,751,6453.8,"Iowa Delaware"
15,26,17,80.1223545536553,25,6,1.9,14,82.7,1003,240,48,4,10,11,6,136,13,3,27,6,68813.5379971745,12,181.529810568686,151260,20,11.7,9.575796397,5.372805939,8.5,5513.79937264475,46306.6251575822,"Iowa Johnson"
18,40,30,75,21,5,4,22,76.6,589,381.610719242439,68,6.91750417278388,11,12,13,38,14,7,30,6,48241,24,113.542826593546,34055,21.4,20.3,9.742592593,5.150688425,8.5,1188,11574.2,"Iowa Lee"
16,34,23,92,21,4,2.8,11,80.2,2232,296,40,5,9,11,9,133,11,5,27,5,69515.9007615655,16,145.340310014412,225909,23.2,15.8,8.822459392,5.187847114,7.7,5949.20069017018,54956.7802385222,"Iowa Linn"
17,26,24,82,19,7,2.4,22,77,164,407,50.0541219284711,6.24883249890994,11,12,14,106,13,8,28,8,49966,17.5122573923082,276,10003,22.7,21.4,7.582053388,4.590125373,6.791667,4869.65858369462,34149.4502015632,"Iowa Montgomery"
15,37,26,81,22,5,2.6,16,78.8,509,330,50.2014719088056,5.80108997010664,10,11,8,54,9,6,29,6,59580.4165798911,16,162.655699240684,42929,24.9,16.6,9.924377736,6.087249555,8.6,2643.62573632421,20395.3831750676,"Iowa Muscatine"
14,32,27,82,20,5,2.2,14,78.1,125,336.715240569856,51.6823876876744,6.04537583613023,9,11,13,111.904584386165,10,8,27,5,55322,29,158.80374118542,8929,22.8,21.9,8.207232776,4.485077091,7.4,3037.68602489358,21501.6221565578,"Iowa Palo Alto"
15,32,20,77.5320183081865,21,6,2.5,12,79.1,1333.78804459159,329,56,6,9,11,8,191,11,4,30,7,66445.5881016599,14,165.732608380319,136226.759458879,24.9,13.1,8.007703074,4.651388642,7,4419.72557874761,36068.5572346689,"Iowa Polk"
17,41,26,86,22,6,2.3,15,77.8,1305,392,69,8,10,11,12,112,11,11,30,7,56337,17,182.503429098176,93533,23.6,17.5,8.953503893,4.957233515,7.9,1798,16098.4,"Iowa Pottawattamie"
17,33,25,78.9242640789098,21,5,3,18,78.9,2006,332,43,4,10,11,11,145,12,3,28,6,66609.096092532,15,148.137990984103,173283,23.7,16.2,10.61894248,5.673581474,9.6,4463.14211917772,43830.7782583436,"Iowa Scott"
17,35,27,77,20,8,3,15,76.9,235,392,85,6.60657227167648,10,11,9,77,10,6,27,9,56954,16,349,16904,24.1,19.7,9.284210526,5.534911538,8.05,152,1411.2,"Iowa Tama"
16,33,23,59,20,8,2.7,21,76.5,109,384,54.3629662116458,5.52240873255464,9,11,3,103.835112648091,11,22,27,9,47905,24.5098718041192,176,7020,22.8,22.5,7.935443462,4.489570379,7.130435,5492.68652105811,37789.5287722021,"Iowa Van Buren"
19,35,26,94,19,8,2.5,20,77.7,1271,374,48,5,11,12,9,108,11,10,28,10,57848.7478036846,14,153.14044911685,102539,26.1,15.1,8.498214286,5.15435633,7.5,1232,10469.8,"Iowa Woodbury"
17,36.1997538038828,29.293891378392,56,17,11,3,20,74.8,175,383.029714013688,56.8110885371738,6.4780455277964,11,12,14,170.009777700601,13,4,29,13,47529,17.3353426055136,26,9598,25.3,20.5,8.18370607,5.190075249,7.3,313,2561.5,"Kansas Brown"
15,35,25,68,16,10,2.6,13,76.6,50,349.84110507441,56.9776677672606,6.03910108381704,10,11,10,123.689040758682,12,5.44872524371387,30,12,50981,22.5130949539844,18,2629,20,22.5701756332578,6.595737123,5.227814461,5.4,1126,7426.8,"Kansas Chase"
11,27,18,71.6917720242052,21,7,2.9,6,82,826.031603916145,217,33,4,7,9,8,128,10,2,25,9,68859.9734579358,15,248,95266.6819359341,24.4,14.5,6.79289043,3.898830255,6,3624,24617.43492,"Kansas Johnson"
18,40,34,64,16,11,5.9,18,76.6,170,395.91386079935,61.6186204075011,7.31985770997924,11,12,12,200.111030181583,15,4,31,13,47153,16.9446085570062,10,9750,22.5,22.4,8.864086022,4.637499474,8.1,465,4121.8,"Kansas Linn"
20,38,30,74,18,9,4.9,23,76.9,240,408,62.9479591675713,7.51066799264239,12,13,15,217.450903097896,16,3,31,11,46176,15.6344707346183,28,15951,24.6,19.8,8.66007905,4.404433134,7.8770835,1306,11310.06324,"Kansas Neosho"
17,34,26,85,16,11,3.8,17,77.5,2318.56239632103,394.678709426361,61,7,11,12,11,186,14,11,34,14,56381,19,181,166834.145676497,25.7,14.5,7.843368015,4.645713899,6.9,5153,40416.87538,"Kansas Sedgwick"
18,37,25,93,17,9,3.5,18,76.9,2632,391.761494865565,69,7,11,11,11,155,13,9,30,11,53612,21,201,177499,23.6,18.2,9.185006657,4.999616061,8.3,2663,24459.67273,"Kansas Shawnee"
17,42,32,55,18,10,3.5,17,77.5,340,370.729230606599,48,6.15574616830525,10,11,13,150.433007963074,12,10,32,12,56946,18,20,22996,24.6,18.7,7.79975376,4.401682679,7,1374,10716.86167,"Kansas Sumner"
14,36,31,71,17,10,3.2,16,78,43,362,44.6255590551143,6.215262750226,9,10,12,144.098056287657,10,2,27,10,48520,16.8536714718816,15,2793,17.9,26.5,4.925736613,3.64387252,4.177767,4222,20796.45998,"Kansas Trego"
21,40,33,90,18,15,4.8,27,76,2309,458,69,8,13,13,13,292,16,14,36,20,47084,18,240,165324,27.9,12.3,10.32044954,5.449519481,9.317029,8720,89994.31999,"Kansas Wyandotte"
28,37,38,84,13,7,6.3,24.0400455101445,71.9,708,563.732925879173,61,8.42945638570323,20,19,23,178.645043378889,22,12,40,8,29362,21,63,26569,21.3,19.2,9.252711864,5.657249006,8.15,590,5459.1,"Kentucky Bell"
22,41,32,74,15,5,5.9,27,74.2,975,545,59,7,15,15,15,136.602433140442,16,9,39,6,48020,18,127,47240,21.3,19.5,8.238022259,4.378200984,7.5,8484,25706.9577707368,"Kentucky Boyd"
20,35,28,74,18,5,4.1,13,77.9,1113,384,41,6,12,13,17,51,10,9,40,6,61022,22,80,81069,22,15.6,12.61205357,5.511243076,11.75,224,2825.1,"Kentucky Bullitt"
19,32,24,75.1851892273806,20,4,3.3,14,77,1319,382.370284697466,50,5,13,14,10,140,12,8,34,5,54478.0411405494,12,146.004660842579,93152,20.8,15.6,9.573097845,4.468704993,8.7,4110.78785153575,35722.8014404238,"Kentucky Campbell"
23,40,30.9248089854899,50,15,6,9.2,33,74.4,541,517.587305994684,64.880096919947,8.20334874049433,16,16,15,144.853312480932,17,3,41,7,32906,13,19,27004,22.5,18.8,7.807205982,4.264449117,7,1471,11484.4,"Kentucky Carter"
23,34,31,55,18,6,5.2,23.5402864883997,74.9,1047,507.44676189666,60.1049388134304,9,16,16,11,173,18,12,39,7,40299,20,81,71671,26.9,12.3,9.453543307,4.498110437,8.8,1143,10805.4,"Kentucky Christian"
17,31,27,79,16,6,4,19,76.6,1524,412.564625950787,53,7,14,14,12,119,14,5,37,7,51441,20,179,101104,24.5,16.9,9.442449745,4.856656145,8.583333,2688.70042213716,21570.8820581122,"Kentucky Daviess"
22,36,24,43,16,8,5.3,22,76.5,222,428.921279929909,56.3849639670448,7.38171152560447,15,15,17,117.433692131869,14,1,38,9,43151,18.5433291869167,12,12274,18.4,20.7,8.11547179,3.564678298,7.6,3193,25912.70142,"Kentucky Edmonson"
20,27,20,99,21,7,3.3,17,78.2,3703,371,46,5,13,14,10,331,15,7,38,9,55358,12,481,206818.194858868,20.9,13.3,8.960674211,4.592511008,8.1,8472,75914.83192,"Kentucky Fayette"
19,37,26,81,18,6,3.7,19,75.3,893,479,64,8,14,14,13,159.715389240259,14,6,34,7,53134,13,174,50815,20.8,18,11.08333333,5.21068704,10.4,222,2460.5,"Kentucky Franklin"
21,38,32,55,17,5,4.1,18,77.4,1429,425.905785620701,54,6,14,14,13,163,14,10,41,6,52278,14,106,110356,24.6,14,9.231002174,4.367013992,8.5,2264.27651648027,18960.8666153699,"Kentucky Hardin"
21,36,31,75,17,6,3.8,22,75.7,781,449.283884117204,60.9948530411999,8,15,15,17,182.620220744688,16,4,41,7,51161,20,193,45591,23.2,17.6,8.840306862,4.787963934,8.041667,7437,65745.36213,"Kentucky Henderson"
20,32,25,91,20,6,4.1,22,75.8,2365.25224524357,416.441322992592,60,6,13,13,12,171.264080369834,15,4,36,8,55860,16,179.197330945868,159854.147855277,22.2,16.2,10.47708188,4.945771477,9.6375,4701.03018651909,43497.0115324957,"Kentucky Jefferson"
21,33,25,92,24,6,3.4,14,76,2431,380.538418284205,77,10,12,13,11,183,13,6,35,7,55362.8693150729,14,178.949390673191,166051,23.8,14.4,8.972648989,4.715595336,8.190909,364,3266.044232,"Kentucky Kenton"
19,35,23,66,18,6,3.9,18,76.3,1232,407.799260629012,42,5,14,15,10,88,15,11,39,7,51897,16,236,92368,20.7,13.8,8.564548495,4.008341281,7.9,897,7682.4,"Kentucky Madison"
21,30,28,75,19,6,5.6,22,76.5,1122,414.794935833266,48,7,14,14,12,228,16,9,37,7,48950,21,183,65346,22.4,19.8,9.101100568,4.727003862,8.333333,7835,47525.5425124169,"Kentucky McCracken"
22.0216068221891,35.7978535281196,31.2228534726602,39,16,6,5.7,22.0130574378492,74.8,458,470.462982096243,47,7.8736067166256,16,16,13,123.724231525644,15,8,37.42738782596,7,44751,20,9,24087,24.4,17.8,9.215575362,4.582674339,8.5,326,3004.277568,"Kentucky Ohio"
25,41,36,79,14,7,6.3,37,74.3485818495143,805,524.009144043628,46,8.13172735949313,17,17,16,134.379035635145,18,1,41,8,33108,15,62,26092,22.9,17,8.676216031,4.367219577,8.1,7265,63032.70946,"Kentucky Perry"
23,39,30.8568346576879,45,13,7,5.9,23.5714321362685,73.1,1403,549.996050982779,70.0163814459586,9,18,17,18,35,18,1,41,8,37124,19,52,58402,20.6,18.8,8.683495743,4.309434391,8,1360.7046550491,12249.2764297939,"Kentucky Pike"
24,37,33,73,15,7,5.1,26,73.8,1300,538,63,7,16,16,14,71,16,8,41,8,41541,18,61,64623,22.2,18.8,9.552145172,5.768329016,8.4,1399,13363.4511,"Kentucky Pulaski"
20,33,30,60,16,7,4.7,25,77.4,248,410,56.8536939539354,7.208154078891,14,14,13,120.680136284243,14,6,36,8,49767,28,10,14643,21.9,22.3,10.12844828,4.304877033,9.9,116,1174.9,"Kentucky Trigg"
20,30,24,55,19,7,3.7,20,77.2,1605,409,54,6,14,14,8,143,15,6,37,9,53478,16,73,131264,22.9,12.9,8.335880047,4.103251063,7.7,3921.59689774479,33052.1511283656,"Kentucky Warren"
19,31,27,76,20,9,4.3,20,77.9,1528,375,50.6127917574147,6,13,14,12,205,13,8,37,11,56754,14,196,127185,24.8,14.3,8.430981673,4.470672884,7.704167,7431,62650.62481,"Louisiana Bossier"
22,36.5736316894747,31,72.3906000156631,17,9,5.5,24.2112659953834,74.9,1951.28726854133,513.21260991309,68.2904768514357,11,15,16,13,282.958814015895,16.0567000827467,10.0282378446887,36,11,40467,14,142.032232565512,242922,23.7,17.1,10.8889191,5.372758788,10.4,1471,16017.6,"Louisiana Caddo"
20,35,30,75,19,9,3.8,21,75.1,2296.96141126796,437.363691995701,60.4836465890633,8,13,14,11,246.89413669158,14,9,38,12,50531,18,183,203112,24.9,14.8,9.813867721,4.711620705,9.1,4511.19581843055,43619.2511279185,"Louisiana Calcasieu"
18,32,29,76.9861683212821,22,9,4.3,24,76.1,2333.12279068281,426.831694996446,69.4649026349158,12,14,15,12,282.771954485514,17,11,35,11,52945,11,244.8859085782,168200.233222898,22.7,14.2,10.0918693,4.730031545,9.4,5137.88397492816,51373.6421612316,"Louisiana East Baton Rouge"
21,38,21,49,18,9,6.2,33,75.5,577,499,83,9,14,15,15,263.590603751854,17,4,38,11,47917,9,88,32721,20.6,15.8,8.806260481,4.310843585,8,1789,15754.4,"Louisiana Iberville"
19,33,27,74.5614142190591,20,12,4.4,26,77.3,1933.93872160043,414.356075458931,59,7,14,14,14,266.850252415928,13,5,37,15,50871,14,116.262961203865,132946.217082219,22,17.1,7.924553658,4.173310559,7.141667,4920.205333746,41853.8902166374,"Louisiana Jefferson"
18,31,26,86,20,10,4.5,20,78.5,2728,353,54,6,13,14,10,196.304329229512,14,7,36,13,57821,14,246,242782,23.6,13.2,9.450822975,4.843738368,8.7,7005,66203.01494,"Louisiana Lafayette"
19,40,32,60,21,12,4.7,23,77.3,1387,396.143667548477,61,7,13,14,13,187,12,9,31,15,52651,20,37,98115,23.2,15.5,7.203153224,3.731587084,6.4729165,7260,52294.89241,"Louisiana Lafourche"
22,37,31,78,21,9,4.1,15,76.5,1925,376.589992833435,65,8,13,14,10,192,9,5,36,11,58651.9542285385,18,71,139567,25.6,13.2,9.196791596,4.741698941,8.6,7302,50469.0226961702,"Louisiana Livingston"
23,30,24,94,23,10,5,34,76.9,5831,446,76,7,14,16,11,1432,22,9,41,12,38855,12,752,191150.716101897,20,14.8,8.381806452,4.1538459,7.7604165,8872,74363.38685,"Louisiana Orleans"
21,40,31,78,18,8,5.2,30,74.9,2476,506.687081248872,61.7100689098829,8,16,16,14,327.66693576078,19,14,40,11,44371,13,191,154475,24.9,14.8,10.87395957,5.20565656,10.2,2781,30240.48157,"Louisiana Ouachita"
22,40,31,80,17,10,5.3,25,74.4,2310,521,60,6,14,16,15,461,17,16,37,12,48116,19,160,130562,24.7,16.4,10.30510326,4.841202152,9.6,4042,41653.22739,"Louisiana Rapides"
23,43,33,57,20,10,5,30,74.9,762,542,48,7,15,16,13,481,14,19,38,13,43983,16,271,46721,26.6,11.4,9.904902361,5.042292987,9.2,6352,62915.9398,"Louisiana St. Bernard"
18,30,22,81,21,9,4.2,17,78.6,3109,332,49,5,12,14,11,208,9,7,36,11,58458.1454596591,17,144,258111,24,16.9,7.873478974,4.275942426,6.9979165,7344,57822.82958,"Louisiana St. Tammany"
22,39,34,68,20,10,5.5,24,74.6,2222,482.222015790118,59.6142251702005,8,14,16,10,260.833942789527,16,11,39,13,47128,16,111,133777,24.5,14.4,7.894811019,3.801247094,7.2,1561,12323.8,"Louisiana Tangipahoa"
22,35.7158172483218,31,81,20,12,5,23,75.6,1737,462.074664556967,59.7098302786448,7,14,16,11,305.368123823685,14,12,38,15,51665,14,172,111021,25.3,14.4,7.590833333,3.549556136,6.9,1200,9109,"Louisiana Terrebonne"
20,38,21,74,20,7,4.4,20,78.1,369,395.552125186211,57.4341246897976,8,13,14,9,174.951438101606,15,6,40,9,58205,19,218,26427,24.4,13.6,10.12141558,4.930250003,9.3,5117,51791.2835,"Louisiana West Baton Rouge"
22.3053378285701,37,27,80,17,9,6.3,23.951136310563,74.1,291,518.718138232564,66.1062443247702,8.69446825655014,16,16,14.3614084999378,138.554847393417,19,13,38,12,40133,15,44,14134,21,18.6,8.190434783,3.691026908,7.5,115,941.9,"Louisiana Winn"
16,34,25,84,20,9,3.3,17,77.6,1488,372,44,6,11,13,12,148,14,4,36,11,49935,18,175,107679,21.7,17.7,6.994850632,4.403934055,6,7617,53279.77726,"Maine Androscoggin"
19,36,31,56,15,12,4.8,19,78,1051,369,68,9,12,14,13,59,15,5,34,14,39450,19,34,67111,18.2,24.1,5.807978275,3.767979335,5.004167,19163,111298.2877,"Maine Aroostook"
11,23,16,84,23,9,2.7,8,80.2,3074,275,40,5,9,11,9,222,12,5,29,11,68173.9732852133,12,153,153429.673687886,18.7,18.4,6.983292733,4.216426581,6.245833,6655.65984007988,48291.7614533302,"Maine Cumberland"
16,34,23,47,20,11,4,20,78.1,429,337,41.9423109044453,6.48979864286072,11,13,9,46,13,1,33,13,49561,19,44,29897,17.5,22.4,4.744781857,3.553708604,4.2,1981,9399.412859,"Maine Franklin"
14,25,18,70,21,12,3.8,16,80,746,307,29,4.85935946163079,11,12,9,128,13,2,31,14,52148,15,37,54811,17.1,24.6,3.754135104,2.704680502,3.1,3834.26462544096,35795.67821,"Maine Hancock"
16,34,23,77,19,10,3.2,15,78.2,1717,359,31,7,11,13,11,127,14,3,31,11,52154,19,33,122083,19.3,19.9,5.591549296,3.534860551,4.8,355,1985,"Maine Kennebec"
18,33,26,41,19,11,4,26,77.8,925,378,30,6.24628806545571,11,13,10,60,13,2,32,13,44243,16,49,57618,18.4,21.7,6.063803116,4.555544275,5.041667,3927,23812.55484,"Maine Oxford"
17,34,24,63,20,11,3.8,17,77.6,2166,379,56,7,12,14,12,88,14,5,33,13,47840,17,78,151096,18.1,18.7,5.750741131,3.733012242,5,4851.16900583493,58318.26581,"Maine Penobscot"
19,32.9453079636674,25,48,18,12,4.2,20.7654395925974,76.6,318,373.931816983109,55.9449513167509,6.7423692495637,12,14,11,47,15,2,34,14,40066,19.30848895993,28,16800,16.8,22.3167731276705,4.85343612,2.975920967,4.2,851,4130.274138,"Maine Piscataquis"
18,33,27,52,19,16,4.9,27,75.9,587,397.850348119089,59.9910546734177,6.29001698950769,13,14,13,99,15,5,34,18,39522,25,22,31490,18.9,24.4,3.102065728,1.977252084,2.6,1065,3303.7,"Maine Washington"
14,29,21,73.9936778912879,19,6,3.3,10,79.2,1290.86582877534,323,42,5,10,11,10,86.6152426490086,7,5,35,7,67066.6668615539,12,131.5816905809,124172.671503165,22.2,14.7,10.00292729,5.566771261,8.8,1059,10593.1,"Maryland Anne Arundel"
13,31,24,96,17,6,4,13,78.1,10845,377,51,6,10,12,11,461,11,3,34,7,55670.331114143,10,718,231989.939199839,21.6,17.2,8.493732598,5.098441183,7.5,4945,42001.5077,"Maryland Baltimore"
17,33,28,81,18,6,4.4,13,76.2,1597,434,48,6,10,12,11,153,9,7,36,7,57594.4254397462,16,150,102826,22.6,15.7,8.93560619,5.358629555,7.875,7231,64613.36836,"Maryland Cecil"
18,39,34,68,15,7,5.2,27,75.9,553,411.066666106103,70,9,11,13,19,170.854057788161,14,6,35,9,48682,14,87,31998,21.1,21.6,7.238551123,3.822094846,6.7,5559,40239.10569,"Maryland Dorchester"
15,34.098319941126,28,73,16,7,4.8,18,78.7,413,339,58,6.18268022110969,11,13,13,43,9,1,32,8,49147,18,39,29163,18.6,22.4,6.76690252,4.155390618,6,7566,51198.38446,"Maryland Garrett"
15,32,25,83.6844172854826,18,5,3.6,10,78.8,3028,333,31,4,9,11,11,222,8,4,33,5,71463.491253509,12,222,253956,22.2,16.2,8.712908633,5.008759927,7.7,6278,54699.6404,"Maryland Harford"
9,25,17,77.8822229746263,16,4,3,6,83.4,2098,195,36,5,8,10,9,218,6,2,29,4,73205.5566982858,7,126.48179448899,148058.320553098,24.4,13.8,9.111151889,4.440569469,8.541667,4128,37610.835,"Maryland Howard"
