"Smokers","Adults.with.Obesity","Physically.Inactive","With.Access.to.Exercise.Opportunities","Excessive.Drinking","Uninsured","Unemployed","Children.in.Poverty","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg","location"
11,15,10,96,20,7,2.8,7,83,2216,205,29,4,9,10,5,161,11,3,23,8,70102.479669006,17,208.53527744371,154231.876721594,19,14.3,6.991112932,4.975175716,5.9,3440,24049.42849,"Colorado Boulder"
15,27,20,73,15,11,3.9,23,78,481,362,41,5.52416775249107,11,13,10,54,13,3,28,13,46786,19.2879416431377,66,30953,20,25.9,4.649708724,3.289211436,4,1101,5119.329305,"Colorado Delta"
15,17,13,99,27,11,3.2,17,79.8,6723,322,53,5,10,11,5,963,12,5,28,12,68069,17,1029,405653.892744546,19.5,11.8,8.065987461,5.053185968,6.8,23424,89334.1199828236,"Colorado Denver"
11,20,11,93,21,4,2.9,3,84,1763,165,30,3,7,9,5,85,7,2,25,4,71721.8362836359,16,194,156624.313427215,26,11.9,6.442539927,4.964302127,5.4,3077,19823.69536,"Colorado Douglas"
14,22,16,88,17,8,3.9,13,78.8,1314.46685971568,338,55,5,9,12,7,155,12,8,29,9,59632.8749160685,25,237,123213.905753693,24.1,12.8,5.913776708,3.387320182,5.208333,3289,19450.41159,"Colorado El Paso"
13,28,19,56,19,8,2.8,7,81.6,221,225,55,4.51621740455759,9,10,6,84,7,7,26,8,60633.1995639785,20,14,26282,21.8,16.4,4.082432432,2.197343234,3.85,74,302.1,"Colorado Elbert"
14,23,14,75.7654443880911,21,14,3.2,11,80.7,520,265,43,4,10,11,4,121,8,5,26,17,62549.7460822061,22,168,59770,25.2,13.1,4.089384856,2.571995638,3.6302085,5196,21248.44371,"Colorado Garfield"
14,28,23,67.9256799417654,17,14,2.6,20,79.3242857306282,1652.67343616534,330.084640873994,44.8962659039987,5.42048114738229,10,12,9,0,9,8,27,15,51457,21.3123601839848,19,1399,17.1,22.2,2.061136999,2.421365836,1.5,1073,2211.6,"Colorado Jackson"
15,18,14,75,20,12,3,11,82.2,492,235,52,4.15351209259335,10,11,5,95,10,4,23,13,60933.9422252448,22,114,56310,19,17.2,5.232043647,7.856756516,4.3,4082,21357.20217,"Colorado La Plata"
13,20,13,93,22,7,2.8,9,81.6,2883,247,37,3,10,11,5,88,12,5,25,8,65749.5468386099,22,119,132525.5119779,19.6,15.7,6.087759957,5.017537922,5.106439,5116,31144.97994,"Colorado Larimer"
16,24,16,77,20,10,4.1,20,78.8,1952,350,42,4,11,12,8,108,13,10,27,11,51132,19.241353119382,99,153207,21.6,19.1,6.371550797,4.551961414,5,5098,32482.16596,"Colorado Mesa"
16,28,22,80,17,14,4.7,29,78.3,360,369,59,5.70577463293392,12,13,12,101,13,7,28,16,50180,19.0119427690706,93,26158,22,22.1,3.057827051,2.823932716,2.4,2255,6895.4,"Colorado Montezuma"
13,23,18,72,19,9,2.9,12,82,205,265,39.0312696525484,4.20696139065716,9,10,4,155,9,14,27,9,59002.9538877698,18.4959849628183,18,18556,15.1,20.4,2.994170231,2.771421686,2.413043,2065,6182.961528,"Colorado Park"
12,22.0834001597719,14,81.080418678577,20,12,3.8,6,93.4,98,135,32.2474662300612,3.68181959168203,9,10,2,156,11,2,25,13,65175.9081180396,18,271,17950,15.1,19.4,1.91039783,1.786143353,1.5,1106,2112.9,"Colorado Pitkin"
16,29,22,65,16,8,4.9,23,76.5,2629,447,57,6,13,13,10,147,11,16,33,10,48308,27,171,167529,22.5,18.5,5.698040886,3.353364217,5.1,1174,6689.5,"Colorado Pueblo"
14,26,19,95,20,9,4.4,12,80.2,75,340,47.776006662637,4.95311321167125,10,11,4,113.631205409978,12,2,27,10,58130.3082677672,30,61,6336,23.8,15.5,7.692709029,3.595479228,7.5,7402,56941.43224,"Colorado Rio Blanco"
16,25,21,100,17,9,3.1,20,79.704916258248,2017.59757783584,323.483123142381,46.0151914103318,5.41098946183251,11,12,4,159.928973652626,9,41,27,9,46878,22.098789120188,3,762,12.6,23.4,2.311691763,2.714918998,1.8,1129,2609.9,"Colorado San Juan"
14,29,19,78,18,9,3,13,80.4,2705,285,46,5,10,11,7,89,8,5,28,11,75629,19,149,314305,26.2,12.2,8.470485423,5.637056092,7.2,4714,39929.86829,"Colorado Weld"
10,21,18,80.8623430359363,19,9,4,13,82.7,1683.07896872472,220,30,4,8,9,7,108.71347958879,9,3,32,11,72886.3026760593,8,152.565930022681,185781.95891346,22.5,15.9,8.711623871,5.497173242,7.5,7406.69953829328,63648.6159181967,"Connecticut Fairfield"
11,26,22,80.2094451326969,16,5,4.2,16,80.3,1166.29166898233,294,39,6,9,11,10,111.829283017923,12,4,33,6,61907.3340925148,10,117.350368429123,103244.500152712,21,17.1,8.202844328,4.957316652,7.166667,6661.20439921337,53497.7586374804,"Connecticut Hartford"
12,28,21,83.2729448886114,18,5,3.8,8,80.4,2066,278,24,4,8,10,9,144,9,3,29,6,58194.3776358699,12,132,181111,18.2,21.3,5.503239002,3.890215831,4.7,7740,42595.06987,"Connecticut Litchfield"
13,28,22,81.0584594183735,19,6,4.4,17,80.1,1694.51860599479,302,41,6,10,11,10,127.932448078692,12,5,35,7,62591.0957422122,11,156.176924950832,149411.205160567,20.2,17.4,8.545886306,5.318508732,7.409091,5936.43840721725,50875.0040925571,"Connecticut New Haven"
12,30,21,84.2788612831512,18,5,4,13,79.9,3075,309,40,4,9,11,9,220,11,7,30,6,64061.778854765,13,207,266784,19.4,18.2,7.269153283,4.542593317,6.5,6263,45526.70701,"Connecticut New London"
17,35,31,67,17,6,4.1,20,77.7,2425,393,51,6,12,14,13,290,13,4,37,8,54980,13,68,178550,22.9,17.1,7.601583081,4.233420199,6.779167,7356,55917.24514,"Delaware Kent"
15,29,26,97,19,6,3.7,16,78.5,6824,358,60,8,11,13,11,431,12,5,37,7,69562,11,381,382454.26010461,21.5,15.6,9.072858792,5.405768229,7.8,19769,179361.3455,"Delaware New Castle"
16,33,30,74,16,7,3.7,22,78.5,1426.25375356105,351,56,6,11,13,13,167.540400462175,10,5,32,8,53403.3709044237,13,70,229286,18.6,27.7,7.954996886,4.148609541,7.1,5292,42097.84352,"Delaware Sussex"
16,27,24,87,19,12,3.3,21,79.1,2811,345,63.2611483741647,9,13,14,9,245.185220479874,19,6,36,14,51026,14,327.601938332864,269956,18,14,7.548795508,3.687743636,6.875,5288.9322026056,66278.42456,"Florida Alachua"
23,29,31,68,18,15,4,21,76.1,3152,435.378592816639,68,8,13,15,11,249.120327045674,16,11,37,18,51777,23,182,185287,21.5,17.1,8.743237574,4.007359692,7.941667,7244,63336.01298,"Florida Bay"
17,30,27,88,19,13,3.5,17,77.7,2269.8808420709,407,48,6,13,14,13,163.748963327162,14,12,33,15,57612,21,267,162899.036223446,18.2,23.7,7.616922055,3.154695027,7,4583.30502271173,37180.3276601989,"Florida Brevard"
15,25,25,76.1577329526476,18,17,3.4,17,81.2,2080.93281746741,297,45,5,13,13,9,171.476389278777,14,2,37,20,57200,11,152.791082808661,162155.37799853,21.2,16.6,7.505377167,3.495057792,6.9,3934.16746987786,31058.4346882267,"Florida Broward"
20,29,35,73,15,15,5.2,25,75.6,1306.17621670299,436.319776997807,63.4404220464445,8,13,15,15,167,15,13,35,18,41556,23,60,147929,14.9,18.8378252605102,7.804405469,3.491490496,7.2,4850,37851.36653,"Florida Citrus"
14,21,23,78.5214473874787,18,6.88162519299064,3.4,19,79.8595954047341,751.061086110386,223,41,5,11,13,9,118.900519815284,10,9,29,8.1590993378944,56708.3532866948,12,161,68433.9860264497,17.1,21.1980366709088,8.200100371,3.244545578,7.5,6743,55293.2768,"Florida Collier"
23,36,37,67,17,12,3.7,26,75.4,1330,500.967155973456,68.6562183982921,10,15,15,15,250.464609306165,16,7,40,15,46195,17,102,70503,21.7,18.9,9.069981954,4.404327493,8.3,5818,52769.15501,"Florida Columbia"
20,31,26,81.0077009239691,19,13,3.6,22,76.2,2349.85540757782,420.700364501703,62.2862542623016,9,13,13,12,286.912037045369,18,9,37,16,55733,15,255.737969743918,167042.452791853,22.6,14,7.115005068,4.358948861,6.4,4277.55747145771,36670.0383653591,"Florida Duval"
20,29,30,73,20,11,3.5,24,75.7,5168,471,75,8,13,14,13,475,17,12,36,14,50644,19,257,178704.93109069,20.8,16.8,9.146649199,3.993885188,8.5,6404,58575.14147,"Florida Escambia"
22,41,39,45,15,15,4.2,36,76.2,256,484,109,10.6070434294063,16,15,15,308.228679496761,20,11,40,19,36299,12.9348149923321,17,14310,18.9,18,9.222252059,4.603656422,8.3,6147,56689.1834,"Florida Hamilton"
17,24,23,94,19,14,3.4,20,79.3,2399.80916524602,337,58,7,13,14,10,210.442599359291,13,7,33,17,53631.8944531519,13,194.874778038389,186494.936806772,22.5,14.3,8.787703712,3.466107452,8.2,4985.151641408,44556.111331298,"Florida Hillsborough"
21,33,31.6854405292737,67.8811231530248,16,10.2442701853195,4,24.0627823301019,74.8,422,516.423642432188,66.1286077515431,8.11425542103171,16,16,14,156,18,9,37,12.8061090519898,38040,18,32,19477,20.2,19.9,9.060798726,3.764175918,8.4,7064,64005.4822,"Florida Holmes"
17,30,29,73.6403824734302,17,16,3.5,20,79.1,1835.85124838594,361,56,7,13,13,13,241.245874335903,13,11,35,18,52447,17,190,125335.623602303,19.1,19.5891583736917,9.961127674,4.107383188,9.008333,1155,11505.10246,"Florida Lake"
14,26,25,73.3658522356463,17,9.87294572084827,3.4,18,82.3,1007.0608235574,308,52,6,13,14,11,148.730546195209,12,10,32,11.8342487069774,56343,16,189,81472.9917895004,17.6,21.6320282076401,7.647378494,3.216138068,7,7448,56957.67502,"Florida Lee"
17,31,22,83,19,11,3.3,20,79.8,2798,317,56,7,13,14,8,169.431919082366,20,8,32,12,51046,11,197,292502,18.6,13.4,9.704966483,5.570784931,8.608333,6369.87109339367,60870.5203015678,"Florida Leon"
19,30,33,76,17,15,4.3,26,76.1,2077.18887417239,470,77,9,13,14,15,340,15,10,35,19,44517,21,100,129012.736393499,18.6,28.9,8.614035596,3.296416295,7.9375,7244,62400.07386,"Florida Marion"
14,19,23,74.0364369859201,18,17,3.5,16,81.9,1995,304,49,6,11,13,9,134.634414065847,11,8,25,19,52969.3347006763,16,184,160912,16.4,19.5196586015004,7.953778214,3.089417738,7.24375,6660,52972.16291,"Florida Martin"
16,22,25,75.4162042010283,16,20,3.9,23,82.2,1675.59210797109,259,46,5,14,14,8,189.411482070471,10,2,33,24,52043,9,134.209470414558,131095.252388307,20.2,16.2,8.366562953,3.663822907,7.7,2944.55096792246,23756.3332602766,"Florida Miami-Dade"
19,28,25,72,21,12,3.2,14,77.3,1375,362.063655272738,58,6,12,13,11,170,12,7,35,14,56983.6993984816,21,23,85832,19.7,22.2,8.718870363,3.507913964,7.9,4099,35738.64962,"Florida Nassau"
16,25,25,77.5423394380209,17,16,3.2,23,80.3,2322.70882785682,303,57,7,13,13,9,240.282788445456,14,7,36,19,58037,10,175.096975264442,180108.153917321,22.2,11.9,7.989425203,3.41646927,7.5,4563.75085776491,41137.9518323472,"Florida Orange"
16,21,23,94,15,17,3.6,19,82.3,15549,297,43,5,12,13,10,628,13,5,37,21,61735,14,586,392202.245509435,19.1,23.9,7.089182667,3.864955495,6.4,14799,104912.8143,"Florida Palm Beach"
16,25,24,70.7666570025042,21,14,3.3,16,79.1,1607.58487210456,380,50,6,12,14,11,112.418218772815,14,4,37,17,52226,18,98.6352828702903,113092.902320348,16.2,24.8,8.153860934,3.278305461,7.5,3176.73604198435,23569.3687142068,"Florida Pinellas"
19,37,29,79,17,16,4.1,24,78.5,2111.21901275427,392,64,8,14,15,15,400,14,13,35,19,51354,14,197,139750.458664808,22.1,20.2,8.423643815,3.279783887,7.8,8064,67928.26373,"Florida Polk"
19,30,30,77,19,13,3.3,12,77.8,2305,362,48,5,13,13,11,199,13,11,34,15,69541,20,106,179349,21.9,16,8.937738563,3.756417143,8.2,7010,62653.54733,"Florida Santa Rosa"
15,21,22,74.5263973925781,18,16,3.4,17,81.9,790.757169291164,307,43,5,11,13,9,124.745846090522,12,7,29,19,52922.2770739484,19,257,64474.2120313737,14.2,20.0982576879881,8.417515431,3.511365139,7.7,3307.33091817354,23882.7980564475,"Florida Sarasota"
16,27,20,75.6264163949492,18,10,3.2,13,80.6,1629.66772351684,291,43,5,12,13,9,126.883660787702,12,7,35,12,55649.0378238036,12,105.065182012933,123485.689320356,21,15.5,6.621685494,2.712793495,6.1,2408,15945.01867,"Florida Seminole"
18,30,30,78,16,9.72034825530434,4.4,19,80.3,1719.07518937241,352,47,5,13,14,12,187.316533339269,15,13,35,11.9165190046158,53377,15,268,121066.991540764,19.7,24.1,8.729283499,2.832111289,8.5,437,3814.696889,"Florida St. Lucie"
18,30,29,68.4711475703199,16,15,3.7,18,76.9,1980.00337238526,417.916743070525,56,6,13,14,13,212.932101755092,14,13,35,18,50285,20,256,132735.018217015,17.7,24.4,7.876534786,3.336535227,7.2,7549,59459.9611,"Florida Volusia"
19,34.1547742197117,30,71.3368840598217,20,12,3.1,16,76.5,481,371.15646598263,59,6.6008325264993,12,13,8,160.629063233903,14,0,38,15,58203,20,29,32461,21.4,15.7,7.8590724,4.848618896,6.8729165,5056,39735.47005,"Florida Wakulla"
19,37,31,75,13,14,4.5,37,74.3,2701,532,94,13,13,14,14,784,22,11,40,18,41390,13,430,153095,24.6,15.6,9.20177816,4.939442405,8.1479165,11536,38433.616991448,"Georgia Bibb"
19,35,33,73,16,16,4.3,31,78.3,191,434,67.5668183043583,8.02216045976239,12,13,17,237,15,8,39,19,40499,19,28,12968,19.2,16,6.709825528,3.484417105,6,1089,7307,"Georgia Charlton"
17,32,26,78.7569986883887,17,16,3.7,20,77.9,2571.89663563905,414.515676718156,55.8641587946631,7,11,12,10,252.159113704598,17,7,38,20,54165,15,198.222202487216,289195,21.2,15.4,9.129572248,4.887130176,8.2,4226.17691043386,36512.0264293351,"Georgia Chatham"
20,24,26,82,16,16,4,30,78.5,1189,363,55,6,14,15,7,205.78632463756,21,21,38,19,42112,15,268,127330,17.3,11,8.918111546,5.143091256,8.2,7428.98494365611,58121.6307970138,"Georgia Clarke"
19,37,34,79,13,19,4.9,27,76.5,2201.82530018293,451.377997961672,65.2022998478685,8,13,14,11,336.041251027528,21,18,42,25,46059,9,186.215583926945,289615,27.8,9.3,10.17704082,4.796250318,9.6,1176,11968.2,"Georgia Clayton"
13,29,22,94,17,14,3.4,13,80.5,2094.03584403262,269,50,6,9,11,9,127.152339949387,11,10,35,16,65730.677043614,12,112.982082818255,198427.614328366,23.6,12.3,10.14311318,4.613554342,9.7,3013,30561.2,"Georgia Cobb"
20,35,33,56,15,19,4.5,26.1235776330392,74.1,742,462.546145960817,67.6390373178743,9,13,14,11,212.220911477785,16,8,37,18.2039279672107,39480,13,58,43093,24.4,13.8,7.86637609,3.94541815,7,803,6316.7,"Georgia Coffee"
16,29,27,51,17,13,3.4,14,78.6,1658,337,39,4,10,11,10,198,11,7,36,15,61000.2900846741,13,103,145864,24.5,13.9,8.800856953,4.756157965,8,5693,50103.27863,"Georgia Coweta"
16,26,23,81.7641869134707,16,8.91413673832883,4,23,80.2,2571.61896240905,317,54.8117104043111,7,10,12,9,199.181977934589,12.1425929932053,9,32.0408986200944,10.3701360384896,61899.9738463016,8,172.464893847526,241085.11250863,23.1,12.4,10.88079393,5.144294138,10.233333,7245.87457500944,74165.81257388,"Georgia DeKalb"
22,37,32,80,12,14,5.1,30.9031642095285,74.4,1576,529.78820581035,74.0698805127172,13,14,15,15,366.491910634485,26,23,47,18,38806,9,222,91243,23.3,15.4,10.3424105,6.014331726,9.2,3567.99758114559,34503.5936376398,"Georgia Dougherty"
17,38,28,58,15,18,4.3,23.4314993515408,75.3,1629,443.744948523938,61.5633321422678,8,12,13,14,264.126100449875,13,9,33,16.6518628188537,44906,17,162,97927,23.2,16.7,12.35434387,5.93497024,11.6,4603.10790170294,44740.2051417391,"Georgia Floyd"
15,25,22,94,20,13,4,19,79.5,10496,329,60,7,10,11,8,1578,17,8,37,15,70808,11,1683,385284.306693114,21.8,11.7,10.5844095,4.863606375,9.9,11804,59322.6366915952,"Georgia Fulton"
16,33,27,75,14,17,3.7,27,77,1336,418,66,8,11,13,15,424,15,10,37,21,53906,16,174,85219,21.7,20.2,7.958373786,3.938051294,7.2,1648,13115.4,"Georgia Glynn"
14,30,24,87,15,18,3.5,13,81,2504.31430760336,252,45,6,10,11,11,155.545427736133,10,9,35,23,62811.5344051315,12,311,233113.717221632,26.9,10.1,9.505691858,5.268102825,8.7,7526.18144481145,67169.6680343218,"Georgia Gwinnett"
16,33,26,71,16,11.7116509737236,3.2,20,79.4,2157,327,39,5,11,12,13,140,8,10,32,14.5249445737916,66657.747195759,16,159,202148,25.4,14.9,10.69212888,5.494258932,9.8,6885,57862.2401790984,"Georgia Hall"
16,36,27,77,14,13,4.1,12,77.4,2608,364,59,7,10,12,13,230.655533146308,14,10,36,16,58028.8063780309,12,201,230220,25.6,11.6,8.652846448,4.87921914,7.8,7280,62992.72214,"Georgia Henry"
17,34.543659630549,28,77,15,14,4,18,77.5,1891,407.495616391935,52,8,11,12,10,241.509101951381,15,12,36,17,54349.0429433896,16,127,155469,25.5,12.7,10.338357,5.267897841,9.3,5686.41303847375,52786.6247724155,"Georgia Houston"
20,38,34,73,15,17,4.1,25.1563479241427,75.8,1518,447.399419030828,64.61455315254,9,13,14,16,321.508082099575,19,11,37,22,41820,12,107,116321,24,12.4,10.70603684,5.567494823,9.6,7862,52283.4928608625,"Georgia Lowndes"
18,34,29,84,17,20,5.3,22,75.5,684,495,38,6.93846896079641,12,13,21,105,11,7,35,25,46810,13,42,39921,24.8,14.9,6.019250253,3.640112653,5.3,987,5941,"Georgia Murray"
20,39,32,63.7346283591971,15,13,5.1,28,74,2218.33250843347,474.329943657148,72.2166796370388,11,12,13,13,401.076857861085,20,12,41,17,46628,12,117.363022582062,194160,24.8,13.4,9.225027592,5.534395903,8.275,4795.06373650605,45365.7446376119,"Georgia Muscogee"
16,34,27,80,20,13,3.4,12,78.9,1615,330,47,5,10,11,12,142,10,7,36,16,67429.4384228994,14,72,164044,26.1,10.6,10.65924854,4.890082627,9.920833,5815,61983.53025,"Georgia Paulding"
20,36,31,73,14,14,5.1,26.7670947371114,74.1,2346.8426004303,462.666113717695,70.3785374178411,11,13,14,12,379.235535216818,21,18,42,18,40168,14,171.90186926918,201554,22.9,14.1,9.950612361,5.4125394,9.1,4957.1069751599,47983.0278346275,"Georgia Richmond"
17,37,36,54,15,15,3.9,22,74.7,1373,443.383880973746,51,7,11,13,19,163,12,12,33,18,43767,16,50,69410,21.7,18.6,10.5020474,5.387924112,9.708333,4159.26619744678,38812.8503970851,"Georgia Walker"
20,36,29,28,14,15,5,40,76,362,477,80.2890866394224,9.89343930316828,13,14,19,281,21,13,40,19,39444,11,4,20386,21.6,17.4,8.814838018,4.451023064,7.716848,1542,13592.48022,"Georgia Washington"
18,35,35,57.7075319762031,13,13,4.4,28.6208575666711,74.6,190,459.683897306148,67.7829849584029,9.67513036720114,12,13,14,225,18,11,38,16,41036,14.2837116246918,11,9036,22.7,19.4,10.93599476,6.44409573,9.85,764,8355.1,"Georgia Wilkinson"
14,26,21,71,19,6,3,23,80.5,2580,325,56,4,11,13,10,225,12,13,38,8,56383,19,83,200983,21.7,20.9,7.948589497,5.449942882,7.2,3886.37287307136,27690.8138023882,"Hawaii Hawaii"
11,23,21,97,20,4,2.3,10,82.5,9229,275,51,6,9,9,10,189,11,5,45,5,83695,11,1371,980080,21.2,17.7,4.516048368,3.178604945,4,28373,128133.8403,"Hawaii Honolulu"
13,22,19,80.7010676724915,22,5,2.5,12,82.1,744,273,50,4,9,10,10,143.39553957964,10,11,37,6,57830.3578734015,23,154,72133,21.8,20.2,3.989548373,2.80397363,3.583333,6056,24160.70495,"Hawaii Kauai"
12,24,20,80.3443415439964,21,5,2.4,11,83.3,1595,254,46,5,9,11,10,219,10,8,38,6,56756.3059131109,16,169,167207,21.7,18.3,4.437859076,3.345908136,4,6298.7282414059,62440.6772,"Hawaii Maui"
12,26,15,79.7744947472911,18,9,2.5,10,80.8,1344.33182028998,257,36,4,10,11,8,51,12,4,26,11,66180.6507071146,20,150.329582701152,152225.409416348,23.8,14.4,8.138132227,8.282839224,5.9,6506,52946.68827,"Idaho Ada"
14,32,21,75,16,11,2.7,16,76.9,1073,360.976074029556,52,5,12,13,9,46,14,8,32,14,51300,20.4044997740013,251,87138,26.2,14.2,6.252533925,6.103453486,4.8,7476.28540594448,63319.41106,"Idaho Bannock"
15,32,31,72,15,14,4.6,23,75,162,393.673537646161,53.9180303470566,6.11078115470943,12,13,9,86.6206639239113,15,10,31,18,48451,20.7539432621687,68,9226,22.6,22.5,9.931799321,10.17153511,7.1,5849.02578704095,46581.4450924732,"Idaho Benewah"
13,15,15,78,17,18,2.4,8,86.2,153,177,37.2040878017256,4.17046722056628,11,12,4,44,11,8,26,21,76113,20,41,22601,22.1,19.6,4.771933833,6.465595456,3.1,2632,12559.72985,"Idaho Blaine"
13,31,25,80,15,13,4.2,19,82.4,87,263,51.6859367630462,6.17654356110275,10,12,13,134.475745971315,12,26,31,16,56837,36,23,7634,16.9,25.1,7.950980435,8.107547023,6.15625,6712,53366.98068,"Idaho Boise"
14,26,21,79,15,13,4.1,18,79.8,577,292,51.9457345381773,5.57421234002007,11,12,9,60,14,7,28,16,51373,23,65,44727,19.7,24.5,8.873863343,13.51824659,6.0520835,3308,29354.73994,"Idaho Bonner"
14,29,20,84,15,9,2.4,13,77.9,1187,346,53,6,11,12,9,32,11,7,29,13,62022.6068802871,26,156,116854,30.8,13.3,7.181256065,5.000953963,6.333333,3017,21665.84955,"Idaho Bonneville"
13,29,29,48,15,12,3.2,18,76.9,41,338.301376705719,55.2012660383318,5.66337239561164,11,12,9,0,13,11,29,15,50050,26.1459550005847,36,2611,24,23.4,3.08902439,5.554660657,1.8,1066,3292.9,"Idaho Butte"
14,35,25,78,15,15,3.1,15,78.9,2215,324,44,6,12,12,10,37,12,8,32,20,53381,19,198,223499,28.5,13.8,9.088548687,8.08671128,6.9,4744,43116.07497,"Idaho Canyon"
14,28,26,76,15,14,4,23,81.7,70,308,47.3479335838929,5.637746262774,11,12,8,0,15,17,28,16,47682,26.2010209634684,11,4280,17.4,21.8445227465511,3.51752988,7.288216324,1.6,1004,3531.6,"Idaho Custer"
13,34,28,67,16,12,2.1,12,77.3,154,369,49.1868809940336,5.89238541512135,11,12,8,0,11,3,30,16,58170,27,48,13726,31.9,14.2,7.726703046,9.12944476,5.25,7259,56088.13741,"Idaho Franklin"
14,32,27,64,15,11.0209969245937,4.7,22,79.3,240,343,53.142150607686,6.32967616083813,12,12,10,36,14,11.8037052921724,28,12.7358818234775,40569,21.567839752685,32,16513,19.7,24.6985150174341,6.717115829,6.27908547277796,5,5668.77889353773,61918.37371,"Idaho Idaho"
15,32,28,72,15,20,2.5,18,78.3,230,326,69,11,12,12,7,28,10,12,31,28,54020,17,23,24015,30.8,13,5.156089464,5.404979916,4,2515,12967.565,"Idaho Jerome"
14,26,20,81.4815185158937,20,10,3.5,13,79.4,1775,296,46,4,10,12,8,63,13,8,31,13,56188,21,151,161505,22.8,19,8.394115193,12.72321113,5.9,3470,29127.57972,"Idaho Kootenai"
14,24,17,82,21,9,2.5,10,81.8,300,258,57,7,11,12,6,45,17,3,27,11,49538,16,110,40134,19,13.5,4.528339638,9.91055668,2.541667,5290,23954.91668,"Idaho Latah"
15,24,22,78,13,12,4.5,23,79.1,141,382,47.501109169118,6.11457084452735,12,13,11,102.945878959428,16,16,27,15,44248,26,36,7961,18.7,30.3,12.83806036,15.82858299,8,8104,65168.9779741411,"Idaho Lemhi"
15,31,23,75,20,11,2.8,15,77.6,543,360,32,4.82549018424674,12,12,10,44,13,4,30,13,54476,25,40,40408,21.2,19.9,5.988636475,10.87415447,3.7,7021.65371930269,62491.42161,"Idaho Nez Perce"
15,35,22,70.5304001017676,16,14,5.7,22.7863910600775,75.2,265,403.53651692999,54.3923452998128,6.46037452978906,12,13,10,47,16,4,28,17,36085,19.6740967132793,128,12796,20.6,22.8,12.70408471,5.745598130046,9.1,4203.63137953972,37944.886088755,"Idaho Shoshone"
14,33,24,76,14,14,2.7,17,78,975,361,49,4,11,12,8,23,12,3,28,18,51594,22.4310776071924,135,86081,27.5,15.4,6.319902804,5.117635113,5.3,6188,39107.55855,"Idaho Twin Falls"
12,28,18,81.4588026296289,17,12,3.8,14,80.9741967327501,109,214,34.2065268998842,4.03182950253966,10,11,6,139.442426229014,12,7,28,14,60054.6412222763,14,41,11041,18.1,20.4764058409959,6.803963378,7.936256973,4.5,3372,22942.96451,"Idaho Valley"
15,37,28,82,20,5,3.9,16,78.3,895,366,62,7,11,12,11,84,11,3,29,6,55174,18,99,65691,22.5,20.2,10.45344828,4.845660584,9.25,58,606.3,"Illinois Adams"
16,31,22,84,21,6,4.4,18,80.5,1764,292,70,7,11,12,9,197,15,4,29,7,53251,12,214,209983,18.8,12.8,8.004253132,3.915007306,7.2,5836,46712.82128,"Illinois Champaign"
14,28,21,80.6340432043176,22,10,4,19,79.4,2482.82663415668,339,59,7,10,11,10,149.015476490653,12,2,33,12,63347.4043418103,8,154.742694983288,226394.94981073,21.8,14.6,10.52305295,5.564863283,9.5875,6448.65827956988,66290.2818171988,"Illinois Cook"
12,27,18,80.7738357614101,20,6,3.1,8,82.4,1463.40870041905,214,31,4,9,10,9,83,7,4,30,8,74160.7136295444,10,121.342249897082,160506.540191369,22.7,15.5,10.88943594,5.326630811,9.9,4692,51093.23342,"Illinois DuPage"
16,25,28,67.9938710057443,19,6,4.4,20,78.2,113,348,56.5518825447752,6.81951296806864,11,12,19,154.246991953445,11,4,30,7,53028,15.1910637347573,38,8163,22,21.8,8.695253092,3.653609734,8.1,2609,22685.91532,"Illinois Hamilton"
15,34,35,74,21,5,4.9,14,76.6,350,356.683998382854,51.3980271409401,6.53207141480576,10,11,14,32,9,4,30,6,54392.0776147355,18,42,21847,20.4,19.5,8.487831763,3.774235261,8,2523,21414.79954,"Illinois Jersey"
13,29,15,96,21,9,4.9,12,81.5,4327,248,39,5,10,11,10,79,6,4,32,12,79834,8,200,214403.998680571,25.5,13.7,8.847339323,5.026094237,7.8,1447,12802.1,"Illinois Kane"
14,25,20,75.497948496415,20,7,4.5,10,81.6,1187.69785848761,243,34,5,9,11,9,131,7,6,32,9,70121.187136944,9,203,129655.459074122,24.1,14.2,9.649180328,5.874255214,9.4,61,588.6,"Illinois Lake"
16,32,30,85,18,6,5.6,27,77.5,1585,403,61,8,11,12,14,159,14,7,32,7,50684,12,189,104712,22.1,20,9.551540245,4.483774849,8.858333,7134,68140.68811,"Illinois Macon"
16,37,24,81,21,5,4.5,17,76.7,3872,409,60,7,10,12,11,86,12,12,33,6,60121,17,156,264461,21.8,17.2,11.47049578,5.4873454,10.6,9045,103750.6343,"Illinois Madison"
14,33,21,82.6395152306273,22,6,3.5,8,80.4,2908,269,27,4,9,11,10,47,6,7,30,7,73912.7740049641,12,151,166573.562687917,23.5,14.6,9.390443384,4.764155684,8.554167,6731,63207.07442,"Illinois McHenry"
